OPEID,INSTNM,CITY,STATE,TOTAL FWS SUPPLEMENTAL INCREASE
460800,"BARTON COUNTY COMMUNITYCOLLEGE",GREAT BEND,KS,"1,442.00"
1025600,BENEDICTINE COLLEGE,ATCHISON,KS,"4,484.00"
190400,BETHANY COLLEGE,LINDSBORG,KS,"1,788.00"
190600,"BUTLER COUNTY COMMUNITYCOLLEGE",EL DORADO,KS,"6,798.00"
190800,"CENTRAL CHRISTIAN COLLEGE OFKANSAS",MCPHERSON,KS,"2,030.00"
191000,COFFEYVILLE COMMUNITY COLLEGE,COFFEYVILLE,KS,"1,566.00"
190200,"COWLEY COUNTY COMMUNITYCOLLEGE & AREA VOCATIONALTECHNICAL SCHOOL",ARKANSAS CITY,KS,"1,180.00"
191300,DODGE CITY COMMUNITY COLLEGE,DODGE CITY,KS,"2,352.00"
191500,FORT HAYS STATE UNIVERSITY,HAYS,KS,"19,461.00"
191800,FRIENDS UNIVERSITY,WICHITA,KS,"4,673.00"
191900,GARDEN CITY COMMUNITY COLLEGE,GARDEN CITY,KS,"1,959.00"
192100,HIGHLAND COMMUNITY COLLEGE,HIGHLAND,KS,"1,554.00"
192300,HUTCHINSON COMMUNITY COLLEGE,HUTCHINSON,KS,"5,430.00"
192400,"INDEPENDENCE COMMUNITYCOLLEGE",INDEPENDENCE,KS,954
192800,KANSAS STATE UNIVERSITY,MANHATTAN,KS,"24,483.00"
192900,KANSAS WESLEYAN UNIVERSITY,SALINA,KS,"2,575.00"
193300,MCPHERSON COLLEGE,MCPHERSON,KS,"1,607.00"
193700,OTTAWA UNIVERSITY,OTTAWA,KS,"2,334.00"
193800,PRATT COMMUNITY COLLEGE,PRATT,KS,584
194000,SOUTHWESTERN COLLEGE,WINFIELD,KS,"3,775.00"
194500,STERLING COLLEGE,STERLING,KS,"1,350.00"
194800,UNIVERSITY OF KANSAS,LAWRENCE,KS,"47,151.00"
194300,UNIVERSITY OF SAINT MARY,LEAVENWORTH,KS,"4,219.00"
195000,WICHITA STATE UNIVERSITY,WICHITA,KS,"18,125.00"
195300,ASBURY THEOLOGICAL SEMINARY,WILMORE,KY,"4,645.00"
195200,ASBURY UNIVERSITY,WILMORE,KY,"3,683.00"
195800,BRESCIA UNIVERSITY,OWENSBORO,KY,"2,026.00"
195900,CAMPBELLSVILLE UNIVERSITY,CAMPBELLSVILLE,KY,"6,581.00"
196100,CENTRE COLLEGE OF KENTUCKY,DANVILLE,KY,"5,298.00"
196300,EASTERN KENTUCKY UNIVERSITY,RICHMOND,KY,"25,195.00"
197700,MURRAY STATE UNIVERSITY,MURRAY,KY,"13,804.00"
196000,SPALDING UNIVERSITY,LOUISVILLE,KY,"5,046.00"
198800,UNION COLLEGE,BARBOURVILLE,KY,"2,604.00"
198900,UNIVERSITY OF KENTUCKY,LEXINGTON,KY,"54,754.00"
199900,UNIVERSITY OF LOUISVILLE,LOUISVILLE,KY,"47,553.00"
198000,UNIVERSITY OF PIKEVILLE,PIKEVILLE,KY,"12,782.00"
196200,UNIVERSITY OF THE CUMBERLANDS,WILLIAMSBURG,KY,"12,065.00"
200200,WESTERN KENTUCKY UNIVERSITY,BOWLING GREEN,KY,"20,433.00"
3730300,"BATON ROUGE COMMUNITYCOLLEGE",BATON ROUGE,LA,"8,280.00"
2055400,"BOSSIER PARISH COMMUNITYCOLLEGE",BOSSIER CITY,LA,"8,548.00"
200300,CENTENARY COLLEGE OF LOUISIANA,SHREVEPORT,LA,"2,184.00"
462500,DELGADO COMMUNITY COLLEGE,NEW ORLEANS,LA,"21,506.00"
200400,DILLARD UNIVERSITY,NEW ORLEANS,LA,"2,691.00"
3480300,FORTIS COLLEGE,BATON ROUGE,LA,"3,387.00"
3106200,"FRANCISCAN MISSIONARIES OF OURLADY UNIVERSITY",BATON ROUGE,LA,"1,994.00"
200600,GRAMBLING STATE UNIVERSITY,GRAMBLING,LA,"13,120.00"
2166200,ITI TECHNICAL COLLEGE,BATON ROUGE,LA,"1,619.00"
576100,"L. E. FLETCHER TECHNICALCOMMUNITY COLLEGE",SCHRIEVER,LA,"1,758.00"
200700,LOUISIANA COLLEGE,PINEVILLE,LA,"1,598.00"
201000,"LOUISIANA STATE UNIVERSITY &AGRICULTURAL & MECHANICALCOLLEGE",BATON ROUGE,LA,"34,350.00"
201100,"LOUISIANA STATE UNIVERSITY ATALEXANDRIA",ALEXANDRIA,LA,"3,540.00"
201200,Louisiana State University at Eunice,EUNICE,LA,525
201300,"LOUISIANA STATE UNIVERSITY INSHREVEPORT",SHREVEPORT,LA,"6,363.00"
200800,LOUISIANA TECH UNIVERSITY,RUSTON,LA,"9,505.00"
201600,LOYOLA UNIVERSITY NEW ORLEANS,NEW ORLEANS,LA,"17,683.00"
201700,MCNEESE STATE UNIVERSITY,LAKE CHARLES,LA,"3,795.00"
200500,NICHOLLS STATE UNIVERSITY,THIBODAUX,LA,"3,180.00"
202100,NORTHWESTERN STATE UNIVERSITY,NATCHITOCHES,LA,"12,649.00"
202400,"SOUTHEASTERN LOUISIANAUNIVERSITY",HAMMOND,LA,"13,930.00"
202500,"SOUTHERN UNIVERSITY ANDAGRICULTURAL & MECHANICALCOLG AT BATON ROUGE",BATON ROUGE,LA,"5,801.00"
202600,"SOUTHERN UNIVERSITY AT NEWORLEANS",NEW ORLEANS,LA,"5,285.00"
768600,"SOUTHERN UNIVERSITY ATSHREVEPORT - BOSSIER CITY",SHREVEPORT,LA,"3,932.00"
546700,"SOWELA Technical CommunityCollege",LAKE CHARLES,LA,668
202900,TULANE UNIVERSITY,NEW ORLEANS,LA,"59,687.00"
203100,"UNIVERSITY OF LOUISIANA ATLAFAYETTE",LAFAYETTE,LA,"19,036.00"
202000,"UNIVERSITY OF LOUISIANA ATMONROE",MONROE,LA,"12,286.00"
201500,UNIVERSITY OF NEW ORLEANS (THE),NEW ORLEANS,LA,"12,309.00"
203200,XAVIER UNIVERSITY OF LOUISIANA,NEW ORLEANS,LA,"14,278.00"
211500,AMHERST COLLEGE,AMHERST,MA,"6,909.00"
212100,BABSON COLLEGE,BABSON PARK,MA,"11,121.00"
212200,BAY PATH UNIVERSITY,LONGMEADOW,MA,"13,930.00"
212300,BECKER COLLEGE,WORCESTER,MA,"2,766.00"
212400,BENTLEY UNIVERSITY,WALTHAM,MA,"17,030.00"
212600,BERKLEE COLLEGE OF MUSIC,BOSTON,MA,"15,660.00"
212800,BOSTON COLLEGE,CHESTNUT HILL,MA,"52,212.00"
213000,BOSTON UNIVERSITY,BOSTON,MA,"132,108.00"
213300,BRANDEIS UNIVERSITY,WALTHAM,MA,"19,351.00"
213900,CLARK UNIVERSITY,WORCESTER,MA,"10,578.00"
214000,COLLEGE OF OUR LADY OF THE ELMS,CHICOPEE,MA,"4,131.00"
214100,COLLEGE OF THE HOLY CROSS,WORCESTER,MA,"11,601.00"
214400,DEAN COLLEGE,FRANKLIN,MA,"3,675.00"
214600,EMERSON COLLEGE,BOSTON,MA,"17,929.00"
214800,ENDICOTT COLLEGE,BEVERLY,MA,"12,408.00"
215000,FISHER COLLEGE - BOSTON,BOSTON,MA,"2,102.00"
218400,FITCHBURG STATE UNIVERSITY,FITCHBURG,MA,"4,019.00"
466100,HAMPSHIRE COLLEGE,AMHERST,MA,"6,031.00"
215500,HARVARD UNIVERSITY,CAMBRIDGE,MA,"39,684.00"
216000,LESLEY UNIVERSITY,CAMBRIDGE,MA,"14,928.00"
217800,"MASSACHUSETTS INSTITUTE OFTECHNOLOGY",CAMBRIDGE,MA,"34,969.00"
216500,MCPHS UNIVERSITY,BOSTON,MA,"52,697.00"
219200,MOUNT HOLYOKE COLLEGE,SOUTH HADLEY,MA,"7,285.00"
219400,"NEW ENGLAND CONSERVATORY OFMUSIC",BOSTON,MA,"5,715.00"
891600,NEW ENGLAND LAW | BOSTON,BOSTON,MA,"11,322.00"
219900,NORTHEASTERN UNIVERSITY,BOSTON,MA,"97,936.00"
220600,REGIS COLLEGE,WESTON,MA,"6,932.00"
220800,SIMMONS COLLEGE,BOSTON,MA,"45,850.00"
221100,SPRINGFIELD COLLEGE,SPRINGFIELD,MA,"25,595.00"
221800,SUFFOLK UNIVERSITY,BOSTON,MA,"37,939.00"
220900,TRUSTEES OF THE SMITH COLLEGE,NORTHAMPTON,MA,"13,489.00"
221900,TUFTS UNIVERSITY,MEDFORD,MA,"64,670.00"
222100,"UNIVERSITY OF MASSACHUSETTS -AMHERST",AMHERST,MA,"27,606.00"
216100,"UNIVERSITY OF MASSACHUSETTS -LOWELL",LOWELL,MA,"18,271.00"
222200,"UNIVERSITY OF MASSACHUSETTS ATBOSTON",BOSTON,MA,"27,002.00"
222400,WELLESLEY COLLEGE,WELLESLEY,MA,"8,451.00"
222900,WILLIAMS COLLEGE,WILLIAMSTOWN,MA,"7,267.00"
223300,WORCESTER POLYTECHNIC INST,WORCESTER,MA,"19,114.00"
207800,LOYOLA UNIVERSITY MARYLAND,BALTIMORE,MD,"24,055.00"
208000,"MARYLAND INSTITUTE COLLEGE OFART",BALTIMORE,MD,"9,977.00"
208300,MORGAN STATE UNIVERSITY,BALTIMORE,MD,"11,890.00"
209900,TOWSON UNIVERSITY,TOWSON,MD,"21,576.00"
210200,UNIVERSITY OF BALTIMORE,BALTIMORE,MD,"21,728.00"
210400,"UNIVERSITY OF MARYLAND,BALTIMORE",BALTIMORE,MD,"56,943.00"
210300,"UNIVERSITY OF MARYLAND, COLLEGEPARK",COLLEGE PARK,MD,"34,702.00"
203800,BOWDOIN COLLEGE,BRUNSWICK,ME,"5,659.00"
203900,COLBY COLLEGE,WATERVILLE,ME,"5,273.00"
204300,HUSSON UNIVERSITY,BANGOR,ME,"9,045.00"
204400,MAINE MARITIME ACADEMY,CASTINE,ME,"2,090.00"
205100,SAINT JOSEPH'S COLLEGE,STANDISH,ME,"3,607.00"
205300,UNIVERSITY OF MAINE,ORONO,ME,"11,147.00"
205000,UNIVERSITY OF NEW ENGLAND,BIDDEFORD,ME,"51,984.00"
205400,UNIVERSITY OF SOUTHERN MAINE,PORTLAND,ME,"11,672.00"
223400,ADRIAN COLLEGE,ADRIAN,MI,"6,939.00"
223800,ANDREWS UNIVERSITY,BERRIEN SPRINGS,MI,"9,093.00"
467300,BAKER COLLEGE,FLINT,MI,"38,400.00"
224300,CENTRAL MICHIGAN UNIVERSITY,MT PLEASANT,MI,"34,086.00"
677100,COLLEGE FOR CREATIVE STUDIES,DETROIT,MI,"6,018.00"
224900,DAVENPORT UNIVERSITY,GRAND RAPIDS,MI,"22,420.00"
225900,EASTERN MICHIGAN UNIVERSITY,YPSILANTI,MI,"34,635.00"
226000,FERRIS STATE UNIVERSITY,BIG RAPIDS,MI,"24,421.00"
226500,GRACE BIBLE COLLEGE,GRAND RAPIDS,MI,"1,837.00"
227900,"LAWRENCE TECHNOLOGICALUNIVERSITY",SOUTHFIELD,MI,"5,507.00"
229000,MICHIGAN STATE UNIVERSITY,EAST LANSING,MI,"92,361.00"
225400,"MICHIGAN STATE UNIVERSITYCOLLEGE OF LAW",EAST LANSING,MI,"12,726.00"
230100,NORTHERN MICHIGAN UNIVERSITY,MARQUETTE,MI,"7,688.00"
407200,NORTHWOOD UNIVERSITY,MIDLAND,MI,"6,916.00"
231600,SIENA HEIGHTS UNIVERSITY,ADRIAN,MI,"2,780.00"
231800,SPRING ARBOR UNIVERSITY,SPRING ARBOR,MI,"7,764.00"
1262700,THOMAS M. COOLEY LAW SCHOOL,LANSING,MI,"10,767.00"
232500,UNIVERSITY OF MICHIGAN,ANN ARBOR,MI,"176,491.00"
232900,WAYNE STATE UNIVERSITY,DETROIT,MI,"78,503.00"
233000,WESTERN MICHIGAN UNIVERSITY,KALAMAZOO,MI,"33,656.00"
3267300,CAPELLA UNIVERSITY,MINNEAPOLIS,MN,"195,459.00"
234000,CARLETON COLLEGE,NORTHFIELD,MN,"7,447.00"
234300,COLLEGE OF SAINT SCHOLASTICA,DULUTH,MN,"14,048.00"
234700,"CONCORDIA UNIVERSITY - SAINTPAUL",SAINT PAUL,MN,"11,140.00"
238300,CROWN COLLEGE,ST BONIFACIUS,MN,"2,318.00"
235800,MACALESTER COLLEGE,SAINT PAUL,MN,"8,774.00"
400900,MESABI RANGE COLLEGE,VIRGINIA,MN,502
236500,"MINNEAPOLIS COLLEGE OF ART &DESIGN",MINNEAPOLIS,MN,"1,356.00"
239100,MITCHELL HAMLINE SCHOOL OF LAW,ST PAUL,MN,"13,414.00"
238500,"NORTHLAND COMMUNITY ANDTECHNICAL COLLEGE",THIEF RIVER FALLS,MN,"2,654.00"
237900,SAINT JOHN'S UNIVERSITY,COLLEGEVILLE,MN,"7,729.00"
238000,"SAINT MARY'S UNIVERSITY OFMINNESOTA",WINONA,MN,"12,298.00"
238200,ST OLAF COLLEGE,NORTHFIELD,MN,"11,998.00"
234200,ST. CATHERINE UNIVERSITY,SAINT PAUL,MN,"14,990.00"
406900,"UNIVERSITY OF MINNESOTA -CROOKSTON",CROOKSTON,MN,"2,624.00"
247700,"A. T. STILL UNIVERSITY OF HEALTHSCIENCES",KIRKSVILLE,MO,"19,026.00"
244900,AVILA UNIVERSITY,KANSAS CITY,MO,"4,079.00"
245300,CENTRAL METHODIST UNIVERSITY,FAYETTE,MO,"5,699.00"
245600,COLUMBIA COLLEGE,COLUMBIA,MO,"26,522.00"
246000,CULVER-STOCKTON COLLEGE,CANTON,MO,"2,370.00"
246300,EVANGEL UNIVERSITY,SPRINGFIELD,MO,"4,312.00"
247300,KANSAS CITY ART INSTITUTE,KANSAS CITY,MO,"2,961.00"
247900,LINCOLN UNIVERSITY,JEFFERSON CITY,MO,"3,293.00"
248000,LINDENWOOD UNIVERSITY,SAINT CHARLES,MO,"20,730.00"
470300,LOGAN UNIVERSITY,CHESTERFIELD,MO,"12,199.00"
248200,"MARYVILLE UNIVERSITY OF SAINTLOUIS",ST. LOUIS,MO,"19,774.00"
754000,MISSOURI BAPTIST UNIVERSITY,SAINT LOUIS,MO,"3,231.00"
248800,"MISSOURI SOUTHERN STATEUNIVERSITY",JOPLIN,MO,"6,743.00"
250300,MISSOURI STATE UNIVERSITY,SPRINGFIELD,MO,"22,251.00"
251700,"MISSOURI UNIVERSITY OF SCIENCEAND TECHNOLOGY",ROLLA,MO,"7,846.00"
248900,MISSOURI VALLEY COLLEGE,MARSHALL,MO,"4,432.00"
249600,"NORTHWEST MISSOURI STATEUNIVERSITY",MARYVILLE,MO,"5,807.00"
249800,PARK UNIVERSITY,PARKVILLE,MO,"13,119.00"
250600,SAINT LOUIS UNIVERSITY,SAINT LOUIS,MO,"55,875.00"
250100,"SOUTHEAST MISSOURI STATEUNIVERSITY",CAPE GIRARDEAU,MO,"9,834.00"
251200,STEPHENS COLLEGE,COLUMBIA,MO,"2,621.00"
245400,UNIVERSITY OF CENTRAL MISSOURI,WARRENSBURG,MO,"11,700.00"
251600,"UNIVERSITY OF MISSOURI -COLUMBIA",COLUMBIA,MO,"42,724.00"
251800,"UNIVERSITY OF MISSOURI - KANSASCITY",KANSAS CITY,MO,"39,080.00"
252000,"WASHINGTON UNIVERSITY IN ST.LOUIS",ST LOUIS,MO,"61,956.00"
252100,WEBSTER UNIVERSITY,SAINT LOUIS,MO,"34,213.00"
239600,ALCORN STATE UNIVERSITY,ALCORN STATE,MS,"7,838.00"
239700,BELHAVEN UNIVERSITY,JACKSON,MS,"16,886.00"
240300,DELTA STATE UNIVERSITY,CLEVELAND,MS,"4,299.00"
240700,HINDS COMMUNITY COLLEGE,RAYMOND,MS,"12,414.00"
241000,JACKSON STATE UNIVERSITY,JACKSON,MS,"21,096.00"
241400,MILLSAPS COLLEGE,JACKSON,MS,"3,161.00"
241700,"MISSISSIPPI GULF COASTCOMMUNITY COLLEGE",PERKINSTON,MS,"5,084.00"
242300,MISSISSIPPI STATE UNIVERSITY,MISSISSIPPI STATE,MS,"27,622.00"
242400,"MISSISSIPPI VALLEY STATEUNIVERSITY",ITTA BENA,MS,"4,910.00"
244000,UNIVERSITY OF MISSISSIPPI,UNIVERSITY,MS,"47,293.00"
244100,"UNIVERSITY OF SOUTHERNMISSISSIPPI",HATTIESBURG,MS,"26,149.00"
244700,WILLIAM CAREY UNIVERSITY,HATTIESBURG,MS,"17,987.00"
253200,"MONTANA STATE UNIVERSITYBOZEMAN",BOZEMAN,MT,"14,248.00"
253600,UNIVERSITY OF MONTANA (THE),MISSOULA,MT,"16,344.00"
290600,APPALACHIAN STATE UNIVERSITY,BOONE,NC,"17,368.00"
291000,BELMONT ABBEY COLLEGE,BELMONT,NC,"2,136.00"
291200,BREVARD COLLEGE,BREVARD,NC,"2,189.00"
291300,CAMPBELL UNIVERSITY,BUIES CREEK,NC,"41,905.00"
291400,CATAWBA COLLEGE,SALISBURY,NC,"4,441.00"
291600,CHOWAN UNIVERSITY,MURFREESBORO,NC,"4,723.00"
291800,DAVIDSON COLLEGE,DAVIDSON,NC,"6,314.00"
292000,DUKE UNIVERSITY,DURHAM,NC,"94,890.00"
292300,EAST CAROLINA UNIVERSITY,GREENVILLE,NC,"38,479.00"
292700,ELON UNIVERSITY,ELON,NC,"20,794.00"
764000,"FAYETTEVILLE TECHNICALCOMMUNITY COLLEGE",FAYETTEVILLE,NC,"13,046.00"
292900,GARDNER-WEBB UNIVERSITY,BOILING SPRINGS,NC,"12,525.00"
293000,GREENSBORO COLLEGE,GREENSBORO,NC,"2,572.00"
293300,HIGH POINT UNIVERSITY,HIGH POINT,NC,"13,032.00"
293600,JOHNSON C. SMITH UNIVERSITY,CHARLOTTE,NC,"4,114.00"
293900,LEES-MCRAE COLLEGE,BANNER ELK,NC,"3,118.00"
294100,LENOIR-RHYNE UNIVERSITY,HICKORY,NC,"11,059.00"
294200,LIVINGSTONE COLLEGE,SALISBURY,NC,"3,519.00"
294400,MARS HILL UNIVERSITY,MARS HILL,NC,"4,786.00"
294600,METHODIST UNIVERSITY,FAYETTEVILLE,NC,"7,882.00"
294800,MONTREAT COLLEGE,MONTREAT,NC,"2,153.00"
290500,"NORTH CAROLINA AGRICULTURALAND TECHNICAL STATE UNIVERSITY",GREENSBORO,NC,"19,516.00"
295000,"NORTH CAROLINA CENTRALUNIVERSITY",DURHAM,NC,"20,108.00"
295100,"NORTH CAROLINA WESLEYANCOLLEGE",ROCKY MOUNT,NC,"3,812.00"
295500,PFEIFFER UNIVERSITY,MISENHEIMER,NC,"4,220.00"
295600,"PIEDMONT INTERNATIONALUNIVERSITY",WINSTON SALEM,NC,827
295700,QUEENS UNIVERSITY OF CHARLOTTE,CHARLOTTE,NC,"8,053.00"
296800,SAINT AUGUSTINE'S UNIVERSITY,RALEIGH,NC,946
296000,SALEM COLLEGE,WINSTON-SALEM,NC,"2,663.00"
296200,SHAW UNIVERSITY,RALEIGH,NC,"4,830.00"
294900,UNIVERSITY OF MOUNT OLIVE,MOUNT OLIVE,NC,"7,111.00"
290700,"UNIVERSITY OF NORTH CAROLINAASHEVILLE",ASHEVILLE,NC,"3,269.00"
297400,"UNIVERSITY OF NORTH CAROLINA -CHAPEL HILL-",CHAPEL HILL,NC,"67,782.00"
297500,"UNIVERSITY OF NORTH CAROLINA -CHARLOTTE",CHARLOTTE,NC,"40,329.00"
295400,"UNIVERSITY OF NORTH CAROLINA ATPEMBROKE",PEMBROKE,NC,"9,004.00"
298400,"UNIVERSITY OF NORTH CAROLINA ATWILMINGTON (THE)",WILMINGTON,NC,"17,811.00"
297600,"UNIVERSITY OF NORTH CAROLINA -GREENSBORO",GREENSBORO,NC,"22,597.00"
398100,"UNIVERSITY OF NORTH CAROLINASCHOOL OF THE ARTS",WINSTON-SALEM,NC,"1,991.00"
297800,WAKE FOREST UNIVERSITY,WINSTON-SALEM,NC,"50,515.00"
484400,"WAKE TECHNICAL COMMUNITYCOLLEGE",RALEIGH,NC,"18,389.00"
297900,WARREN WILSON COLLEGE,SWANNANOA,NC,"2,928.00"
298100,WESTERN CAROLINA UNIVERSITY,CULLOWHEE,NC,"12,653.00"
298500,WINGATE UNIVERSITY,WINGATE,NC,"16,882.00"
299500,DAKOTA COLLEGE AT BOTTINEAU,BOTTINEAU,ND,475
299300,MAYVILLE STATE UNIVERSITY,MAYVILLE,ND,398
299400,MINOT STATE UNIVERSITY,MINOT,ND,"2,356.00"
300500,UNIVERSITY OF NORTH DAKOTA,GRAND FORKS,ND,"18,588.00"
974300,BELLEVUE UNIVERSITY,BELLEVUE,NE,"17,008.00"
253900,CHADRON STATE COLLEGE,CHADRON,NE,"1,322.00"
254100,CONCORDIA UNIVERSITY,SEWARD,NE,"7,347.00"
254200,CREIGHTON UNIVERSITY,OMAHA,NE,"60,824.00"
255300,MIDLAND UNIVERSITY,FREMONT,NE,"2,422.00"
255900,PERU STATE COLLEGE,PERU,NE,"2,211.00"
256500,UNIVERSITY OF NEBRASKA,LINCOLN,NE,"22,778.00"
255100,"UNIVERSITY OF NEBRASKA -KEARNEY",KEARNEY,NE,"6,653.00"
256700,YORK COLLEGE,YORK,NE,682
257300,DARTMOUTH COLLEGE,HANOVER,NH,"32,374.00"
257500,FRANKLIN PIERCE UNIVERSITY,RINDGE,NH,"6,409.00"
257900,NEW ENGLAND COLLEGE,HENNIKER,NH,"6,134.00"
3182300,NEW HAMPSHIRE INSTITUTE OF ART,MANCHESTER,NH,"1,304.00"
258000,"SOUTHERN NEW HAMPSHIREUNIVERSITY",MANCHESTER,NH,"200,945.00"
258900,UNIVERSITY OF NEW HAMPSHIRE,DURHAM,NH,"47,199.00"
261700,MONTCLAIR STATE UNIVERSITY,MONTCLAIR,NJ,"30,887.00"
262800,RIDER UNIVERSITY,LAWRENCEVILLE,NJ,"19,803.00"
260900,ROWAN UNIVERSITY,GLASSBORO,NJ,"23,467.00"
262900,"RUTGERS, THE STATE UNIVERSITY OFNEW JERSEY",NEW BRUNSWICK,NJ,"184,188.00"
263200,SETON HALL UNIVERSITY,SOUTH ORANGE,NJ,"43,334.00"
263900,STEVENS INSTITUTE OF TECHNOLOGY,HOBOKEN,NJ,"18,107.00"
265100,EASTERN NEW MEXICO UNIVERSITY,PORTALES,NM,"7,543.00"
265600,NEW MEXICO MILITARY INSTITUTE,ROSWELL,NM,309
265700,NEW MEXICO STATE UNIVERSITY,LAS CRUCES,NM,"29,484.00"
266000,SAN JUAN COLLEGE,FARMINGTON,NM,"6,526.00"
266300,UNIVERSITY OF NEW MEXICO,ALBUQUERQUE,NM,"44,285.00"
265000,UNIVERSITY OF THE SOUTHWEST,HOBBS,NM,"5,049.00"
266400,WESTERN NEW MEXICO UNIVERSITY,SILVER CITY,NM,"6,500.00"
256900,UNIVERSITY OF NEVADA - LAS VEGAS,LAS VEGAS,NV,"45,077.00"
266600,ADELPHI UNIVERSITY,GARDEN CITY,NY,"17,497.00"
746500,"AMERICAN ACADEMY OF DRAMATICARTS",NEW YORK,NY,780
757200,"AMERICAN MUSICAL & DRAMATICACADEMY",NEW YORK,NY,"7,331.00"
3095500,ASA COLLEGE,BROOKLYN,NY,"13,073.00"
267100,BARD COLLEGE,"ANNANDALE-ON-HUDSON",NY,"12,803.00"
270800,BARNARD COLLEGE,NEW YORK,NY,"7,492.00"
739400,BERKELEY COLLEGE,NEW YORK,NY,"17,340.00"
283600,BINGHAMTON UNIVERSITY,BINGHAMTON,NY,"18,798.00"
267700,BROOKLYN LAW SCHOOL,BROOKLYN,NY,"18,578.00"
270700,"COLUMBIA UNIVERSITY IN THE CITYOF NEW YORK",NEW YORK,NY,"169,836.00"
271000,"COOPER UNION FOR THEADVANCEMENT OF SCIENCE & ART(THE)",NEW YORK,NY,"2,771.00"
271100,CORNELL UNIVERSITY,ITHACA,NY,"89,846.00"
730400,CULINARY INSTITUTE OF AMERICA,HYDE PARK,NY,"11,339.00"
286600,"FASHION INSTITUTE OFTECHNOLOGY",NEW YORK,NY,"6,756.00"
272200,"FORDHAM UNIVERSITY - ROSE HILLCAMPUS",BRONX,NY,"83,190.00"
272800,HAMILTON COLLEGE,CLINTON,NY,"6,457.00"
273100,"HOBART AND WILLIAM SMITHCOLLEGES",GENEVA,NY,"9,460.00"
273200,HOFSTRA UNIVERSITY,HEMPSTEAD,NY,"58,013.00"
273700,IONA COLLEGE,NEW ROCHELLE,NY,"21,118.00"
273900,ITHACA COLLEGE,ITHACA,NY,"31,400.00"
274200,JUILLIARD SCHOOL (THE),NEW YORK,NY,"4,976.00"
746600,LIM COLLEGE,NEW YORK,NY,"5,876.00"
275100,LONG ISLAND UNIVERSITY,BROOKVILLE,NY,"83,072.00"
275800,MANHATTAN COLLEGE,RIVERDALE,NY,"18,180.00"
275900,MANHATTAN SCHOOL OF MUSIC,NEW YORK,NY,"5,079.00"
276500,MARIST COLLEGE,POUGHKEEPSIE,NY,"13,232.00"
276900,"MARYMOUNT MANHATTANCOLLEGE",NEW YORK,NY,"6,298.00"
277200,MERCY COLLEGE,DOBBS FERRY,NY,"29,267.00"
2066200,"NEW SCHOOL, THE",NEW YORK,NY,"42,300.00"
3120700,"NEW YORK CONSERVATORY FORDRAMATIC ARTS (THE)",NEW YORK,NY,"1,094.00"
278200,"NEW YORK INSTITUTE OFTECHNOLOGY",OLD WESTBURY,NY,"38,087.00"
278300,NEW YORK LAW SCHOOL,NEW YORK,NY,"16,176.00"
278400,NEW YORK MEDICAL COLLEGE,VALHALLA,NY,"22,301.00"
278500,NEW YORK UNIVERSITY,NEW YORK,NY,"264,850.00"
279000,"NYACK COLLEGE-ROCKLANDCAMPUS",NYACK,NY,"7,076.00"
279100,PACE UNIVERSITY,NEW YORK,NY,"53,558.00"
279800,PRATT INSTITUTE,BROOKLYN,NY,"20,718.00"
280300,"RENSSELAER POLYTECHNICINSTITUTE",TROY,NY,"27,559.00"
280600,"ROCHESTER INSTITUTE OFTECHNOLOGY",ROCHESTER,NY,"53,240.00"
282300,SAINT JOHN'S UNIVERSITY,JAMAICA,NY,"78,596.00"
746800,SCHOOL OF VISUAL ARTS,NEW YORK,NY,"11,896.00"
283700,"STATE UNIVERSITY OF NEW YORK ATBUFFALO",BUFFALO,NY,"59,517.00"
283800,"STATE UNIVERSITY OF NEW YORK ATSTONY BROOK",STONY BROOK,NY,"43,633.00"
679100,SUNY COLLEGE AT PURCHASE,PURCHASE,NY,"4,148.00"
1028600,SUNY EMPIRE STATE COLLEGE,"SARATOGASPRINGS",NY,"18,622.00"
285300,SUNY MARITIME COLLEGE,BRONX,NY,"1,670.00"
288200,SYRACUSE UNIVERSITY,SYRACUSE,NY,"94,979.00"
397900,"TEACHERS COLLEGE, COLUMBIAUNIVERSITY",NEW YORK,NY,"35,258.00"
1014200,"TOURO COLLEGE - MAIN CAMPUSMIDTOWN",NEW YORK,NY,"52,680.00"
288900,UNION COLLEGE,SCHENECTADY,NY,"7,791.00"
289400,UNIVERSITY OF ROCHESTER,ROCHESTER,NY,"45,584.00"
288300,UTICA COLLEGE- UTICA,UTICA,NY,"15,295.00"
289500,VASSAR COLLEGE,POUGHKEEPSIE,NY,"11,263.00"
1185900,WORD OF LIFE BIBLE INSTITUTE,POTTERSVILLE,NY,572
290300,YESHIVA UNIVERSITY,NEW YORK,NY,"37,010.00"
301200,ASHLAND UNIVERSITY,ASHLAND,OH,"9,341.00"
301400,BALDWIN WALLACE UNIVERSITY,BEREA,OH,"17,073.00"
301800,BOWLING GREEN STATE UNIVERSITY,BOWLING GREEN,OH,"21,043.00"
302300,CAPITAL UNIVERSITY,COLUMBUS,OH,"15,316.00"
302400,CASE WESTERN RESERVE UNIVERSITY,CLEVELAND,OH,"64,823.00"
302500,CEDARVILLE UNIVERSITY,CEDARVILLE,OH,"10,327.00"
686700,"COLUMBUS STATE COMMUNITYCOLLEGE- MAIN CAMPUS",COLUMBUS,OH,"25,475.00"
